,CompanyName,Industry,Locations,LocationCount,Rating,InterviewCount
2224,Ascent Business Solutions,Analytics & KPO , Nagpur ,14,477.0,32
2225,iNurture Education Solutions,EdTech , Bengaluru ,39,476.0,45
2226,Alpla,Packaging , Hyderabad ,27,475.0,35
2227,Athenahealth Technology,Software Product , Chennai ,10,475.0,90
2228,L. N. Malviya Infra Projects Group,Engineering & Construction , Bhopal ,123,475.0,27
2229,Bridgestone India Automotive Products,Auto Components , Gurugram ,46,475.0,29
2230,Gilbarco Veeder Root,Industrial Machinery , Mumbai ,60,475.0,28
2231,Leighton Contractors,Engineering & Construction , Mumbai ,21,474.0,21
2232,KRBL Limited,Food Processing , Noida ,59,475.0,37
2233,Central Public Works Department,Government , New Delhi ,125,474.0,15
2234,Aparna Enterprises,Building Material , Hyderabad ,42,476.0,37
2235,Riya Travel,Travel & Tourism , Mumbai ,38,474.0,12
2236,Vishvaraj Environment,Waste Management , Nagpur ,54,473.0,31
2237,ASM Technologies,Engineering & Construction , Bengaluru ,21,472.0,45
2238,Matrix Business Services,Analytics & KPO , Chennai ,25,472.0,42
2239,Buzzworks Business Services,Recruitment , Chennai ,69,472.0,20
2240,McNally Bharat Engineering,Engineering & Construction , Kolkata ,56,471.0,13
2241,Lite Bite Foods,Hospitality , New Delhi ,25,471.0,22
2242,EID Parry (India),Food Processing , Chennai ,41,471.0,25
2243,Magneti Marelli Motherson Auto System,Auto Components , Pune ,19,471.0,24
2244,Prime Focus Technologies,Software Product , Bengaluru ,17,471.0,41
2245,Westin,Hospitality , Mumbai ,31,472.0,21
2246,Giesecke & Devrient,IT Services & Consulting , Gurugram ,53,470.0,32
2247,Visa,FinTech , Bengaluru ,18,471.0,158
2248,Teradata,Software Product , Hyderabad ,10,470.0,62
2249,LogixHealth,Analytics & KPO , Bengaluru ,10,471.0,21
2250,Saudi Binladin Group,Engineering & Construction , Jeddah ,32,470.0,33
2251,Akamai Technologies,Software Product , Bengaluru ,6,470.0,75
2252,National Australia Bank,Banking , Gurugram ,9,470.0,57
2253,Akal Information Systems,Software Product , New Delhi ,52,470.0,26
2254,Suzlon Global Services,,-1,-1,469.0,53
2255,Onshore Construction,Engineering & Construction , Mumbai ,43,469.0,28
2256,Symbiotec Pharmalab,Pharma , Indore ,15,469.0,29
2257,Keysight Technologies,Electronics Manufacturing , Gurugram ,12,469.0,36
2258,Shalimar Paints,Chemicals , Gurugram ,86,468.0,30
2259,Thought Focus,IT Services & Consulting , Bengaluru ,11,469.0,49
2260,Kellton,IT Services & Consulting , Gurugram ,19,468.0,59
2261,Namaste India Foods,Food Processing , Kanpur ,42,468.0,23
2262,Protium Finance,NBFC , Mumbai ,77,467.0,37
2263,Mikuni,Auto Components , Neemrana ,17,467.0,27
2264,Star Bazaar,Retail , Mumbai ,41,467.0,22
2265,Oriental Structural Engineers,Engineering & Construction , New Delhi ,62,467.0,9
2266,Vindhya e-Info Media,BPO , Bengaluru ,16,467.0,27
2267,Sayaji Hotels,Hospitality , Indore ,37,467.0,14
2268,Fynd,Software Product , Mumbai ,10,467.0,72
2269,Bahwan Engineering,Engineering & Construction , Muscat ,24,467.0,25
2270,Bluestone.com,Jewellery , Bengaluru ,65,467.0,56
2271,India Glycols,Chemicals , Kashipur ,25,467.0,38
2272,Tetra Pak,Packaging , Pune ,19,467.0,43
2273,NBTC GROUP,Oil & Gas , Chennai ,25,466.0,22
2274,MathCo,Analytics & KPO , Bengaluru ,7,466.0,133
2275,Marble Box,BPO , Kolkata ,6,466.0,29
2276,Knowledgeworks Global,Printing & Publishing , Mumbai ,13,465.0,34
2277,Qcon,Engineering & Construction , Mumbai ,29,465.0,42
2278,Honda Logistics,Logistics , Bhiwadi ,27,465.0,31
2279,Jumbotail Technologies,Retail , Bengaluru ,29,466.0,38
2280,Technico Industries,Auto Components , Gurugram ,19,464.0,41
2281,Sany Heavy Industry,Industrial Machinery , Pune ,57,464.0,39
2282,Allana Group of Companies,Food Processing , Mumbai ,39,464.0,37
2283,Bhilosa Industries,Fashion & Textile , Dadra & Nagar Haveli ,13,464.0,37
2284,Essjay Ericsson,Analytics & KPO , New Delhi ,79,463.0,11
2285,ESDS Software Solutions,IT Services & Consulting , Nashik ,14,463.0,37
2286,Gulf Oil Lubricants,Oil & Gas , Mumbai ,81,463.0,29
2287,Ramco Industries,Building Material , Chennai ,76,464.0,22
2288,British Council,Education & Training , New Delhi ,24,463.0,25
2289,Brainvire,IT Services & Consulting , Ahmedabad ,10,463.0,77
2290,NKG Infrastructure,Engineering & Construction , New Delhi ,46,462.0,26
2291,Saxo Bank,,-1,-1,462.0,69
2292,Samsung Display,Electronics Manufacturing , Noida ,12,462.0,50
2293,Equiniti,Financial Services , Chennai ,4,462.0,43
2294,Dana India,Auto Components , Pune ,26,462.0,38
2295,smartData Enterprises,IT Services & Consulting , Nagpur ,12,461.0,39
2296,Meghmani Organics,Chemicals , Bharuch ,26,461.0,45
2297,Tata International,Import & Export , Mumbai ,39,461.0,24
2298,Symphony,Consumer Electronics & Appliances , Ahmedabad ,88,461.0,63
2299,Clove Dental,Healthcare , New Delhi ,18,463.0,74
2302,Gopal Snacks Limited,FMCG , Rajkot ,100,460.0,41
2303,CollegeDekho,EdTech , Gurugram ,24,460.0,65
2304,Sulekha.com,Internet , Chennai ,19,460.0,22
2305,Iol Chemicals & Pharmaceuticals,Pharma , Barnala ,15,460.0,28
2306,Revent Group,Auto Components , Gurugram ,32,460.0,17
2307,Godrej Interio,Furniture & Furnishing , Mumbai ,66,460.0,32
2308,Landis+Gyr,Electrical Equipment , Noida ,11,460.0,34
2309,Atyati Technologies,IT Services & Consulting , Bengaluru ,99,460.0,32
2310,GHCL Limited,Chemicals , Sutrapada ,29,460.0,36
2311,Allied Blenders & Distillers,Beverage , Mumbai ,82,460.0,20
2312,Avery Dennison,Packaging , Bengaluru ,32,459.0,39
2313,Numeric UPS,Consumer Electronics & Appliances , Chennai ,76,469.0,14
2314,PC Solutions,IT Services & Consulting , New Delhi ,17,459.0,48
2315,Greenpanel Industries,Furniture & Furnishing , Srikalahasti ,72,459.0,24
2316,Anthem Biosciences,Pharma , Bengaluru ,14,459.0,35
2317,Novotel Hotels,Hospitality , Mumbai ,32,458.0,27
2318,Common Service Centres,Government , New Delhi ,182,458.0,14
2319,MagicPin,Internet , Gurugram ,19,458.0,61
2320,Paharpur Cooling Towers,Industrial Machinery , Kolkata ,50,458.0,29
2321,Mediterranean Shipping Company,Ports & Shipping , Chennai ,37,458.0,25
2322,Thales,IT Services & Consulting , Noida ,18,458.0,52
2323,SBI Mutual Fund,Financial Services , Mumbai ,151,458.0,29
2324,CommScope,Telecom , Bengaluru ,20,458.0,41
2325,AIG Hospital,Healthcare , Hyderabad ,9,458.0,33
2326,Visaka Industries,Building Material , Hyderabad ,60,457.0,30
2327,Cloud4C,IT Services & Consulting , Hyderabad ,9,457.0,39
2328,Liberty General Insurance,Insurance , Mumbai ,84,457.0,20
2329,Aimil Pharmaceuticals,Pharma , New Delhi ,60,456.0,24
2330,Nash Industries,Industrial Machinery , Bengaluru ,15,456.0,34
2331,Encube Ethicals,Pharma , Mumbai ,28,456.0,27
2332,Subex,Software Product , Bengaluru ,10,455.0,36
2333,Paradeep Phosphates,Agro Chemicals , Paradip ,49,455.0,60
2334,Del Monte Foods,Food Processing , Gurugram ,61,455.0,18
2335,Almarai,Food Processing , Riyadh ,43,455.0,24
2336,Venky's,Food Processing , Pune ,70,456.0,25
2337,Loadshare Networks,Logistics , Bengaluru ,74,455.0,44
2338,Moon Beverages,Beverage , New Delhi ,38,455.0,25
2339,Texmaco Rail and Engineering,Engineering & Construction , Kolkata ,51,454.0,26
2340,Dharampal Premchand,FMCG , Noida ,70,454.0,25
2341,RND Softech,BPO , Coimbatore ,11,454.0,40
2342,Prism Cement,Building Material , Satna ,77,454.0,38
2343,Torrent Gas,Oil & Gas , Ahmedabad ,31,454.0,57
2344,Iksula,IT Services & Consulting , Mumbai ,11,453.0,32
2345,Seoyon E-hwa Automotive,Auto Components , Chennai ,19,453.0,27
2346,ZF Friedrichshafen,Auto Components , Chennai ,17,453.0,31
2347,GM Modular,Electrical Equipment , Mumbai ,71,454.0,26
2348,WM Universal Solutions Private Limited,Waste Management , Indore ,18,453.0,44
2349,Vijai Electricals,Power , Hyderabad ,44,452.0,18
2350,TriGeo Technologies,IT Services & Consulting , Hyderabad ,5,452.0,28
2351,Comcast,Telecom , Chennai ,12,452.0,91
2352,ITI,Hardware & Networking , Bengaluru ,86,451.0,39
2353,Cera Sanitaryware,Building Material , Ahmedabad ,77,451.0,32
2354,Flamingo Pharmaceuticals,Pharma , Mumbai ,11,451.0,35
2355,Stovekraft,Consumer Electronics & Appliances , Bengaluru ,56,451.0,33
2356,Sahyadri Hospital,Healthcare , Pune ,11,451.0,32
2357,Bandhan Life,Insurance , Mumbai ,85,450.0,14
2358,Mediamint,Marketing & Advertising , Hyderabad ,8,450.0,43
2359,Railtel Corporation Of India,Hardware & Networking , New Delhi ,73,450.0,29
2360,MKC Infrastructure Ltd.,Engineering & Construction , Gandhinagar ,49,449.0,38
2361,Hyundai Glovis,Logistics , Anantapur ,21,449.0,26
2362,Pratham Education Foundation,Education & Training , New Delhi ,109,449.0,15
2363,Henkel Adhesives Technologies,Chemicals , Pune ,28,449.0,22
2364,ByteDance,Internet , Gurugram ,14,449.0,38
2365,Indofil Industries,Agro Chemicals , Bharuch ,55,450.0,17
2366,CS TECH Ai,IT Services & Consulting , Nagpur ,46,448.0,39
2367,Aditya Birla Housing Finance,NBFC , Mumbai ,92,448.0,19
2368,JNS Instruments,Industrial Machinery , Gurugram ,23,448.0,34
2369,OLX Autos,Internet , Gurugram ,34,448.0,30
2370,Jupiter Hospital,Healthcare , Pune ,14,448.0,23
2371,LuLu Group International,Retail , Kochi ,40,448.0,33
2372,Kiswok Industries,Iron & Steel , Kolkata ,8,448.0,40
2373,Orient Craft,Fashion & Textile , Gurugram ,14,447.0,8
2374,Portea Medical,Healthcare , Bengaluru ,44,447.0,32
2375,B. Braun Medical,Healthcare , Mumbai ,49,447.0,21
2376,Khadims,Fashion & Textile , Kolkata ,65,447.0,17
2377,Bharat Bijlee,Electrical Equipment , Mumbai ,25,447.0,20
2378,RPG Life Sciences,Pharma , Ankleshwar ,47,447.0,15
2379,SISL Infotech,IT Services & Consulting , New Delhi ,40,447.0,23
2380,Red Hat,Software Product , Pune ,14,447.0,61
2381,Balmer Lawrie,Packaging , Kolkata ,36,447.0,35
2382,Miracle Software Systems,IT Services & Consulting , Visakhapatnam ,12,447.0,43
2383,Karvy Data Management,,-1,-1,446.0,2
2384,Kyungshin Industrial Motherson,Electrical Equipment , Chennai ,17,446.0,24
2385,Clix Capital Services,NBFC , Gurugram ,37,446.0,28
2386,St. Xavier's High School,Pharma , Gurugram ,126,446.0,18
2387,Stryker,Medical Equipment , Gurugram ,23,446.0,50
2388,Dow Chemical International Private Limited,Chemicals , Chennai ,17,446.0,38
2389,Bharat Seats,Auto Components , Gurugram ,20,445.0,32
2390,Usha Martin,Iron & Steel , Ranchi ,28,445.0,23
2391,Prodair Air Products,Oil & Gas , Pune ,20,445.0,28
2392,Puravankara,Real Estate , Bengaluru ,13,445.0,24
2393,Corona Remedies,Pharma , Ahmedabad ,67,444.0,13
2394,Eurokids,Education & Training , Mumbai ,73,444.0,17
2395,Kolte Patil Developers,Real Estate , Pune ,9,445.0,22
2396,Ciena,Telecom , Gurugram ,12,444.0,45
2397,Realme,Consumer Electronics & Appliances , Gurugram ,100,444.0,32
2398,Toyota,Automobile , Bengaluru ,112,444.0,49
2399,Reliance Infrastructure,Engineering & Construction , Mumbai ,63,443.0,30
2400,BSCPL Infrastructure,Engineering & Construction , Hyderabad ,46,443.0,31
2401,GS Lab,IT Services & Consulting , Pune ,8,444.0,64
2402,SMEC,Real Estate , Bengaluru ,65,443.0,30
2403,T.v. Sundram Iyengar & Sons,Automobile , Chennai ,78,442.0,10
2404,Paper Boat(Hector Beverages Pvt. Ltd.),Beverage , Bengaluru ,106,442.0,22
2405,SPAR Hypermarkets,Retail , Bengaluru ,30,442.0,23
2406,NR Switch N Radio Services,Telecom , Kota ,74,442.0,22
2407,AVAYA,Software Product , Pune ,17,442.0,46
2408,Synopsys,Semiconductors , Bengaluru ,10,443.0,104
2409,Yusen Logistics,Logistics , Mumbai ,37,442.0,16
2410,AIRBUS,Aviation , Bengaluru ,11,442.0,77
2411,Purplle.com,Retail , Mumbai ,35,442.0,35
2412,Yethi Consulting,IT Services & Consulting , Bengaluru ,11,442.0,64
2413,DB Power Limited,Power , Raigarh ,13,441.0,64
2414,Mahle Anand Thermal Systems,Auto Components , Pune ,16,441.0,30
2415,Kaya Skin Clinic,Beauty & Personal Care , Mumbai ,36,441.0,23
2416,Kaynes Technology,Electronics Manufacturing , Mysuru ,17,441.0,51
2417,Realty Assistant,Real Estate , Noida ,17,445.0,51
2418,TresVista,Analytics & KPO , Pune ,11,441.0,132
2419,Caresoft Global,Automobile , Coimbatore ,14,441.0,51
2420,Gaurs Group,Real Estate , Noida ,13,440.0,30
2421,CodeClouds,Software Product , Kolkata ,6,440.0,55
2422,Head Field Solutions,Recruitment , Noida ,6,441.0,66
2423,Pocket FM,Media & Entertainment , Bengaluru ,17,440.0,66
2424,Grant Thornton Bharat,Accounting & Auditing , Gurugram ,36,440.0,84
2425,Espire Infolabs,IT Services & Consulting , Gurugram ,9,439.0,27
2426,In Time Tec Visionsoft,IT Services & Consulting , Jaipur ,10,439.0,47
2427,Xanadu,Real Estate , Mumbai ,13,439.0,55
2428,Fuji Electric,Electronics Manufacturing , Chennai ,38,439.0,21
2429,FabHotels,Hospitality , Gurugram ,33,439.0,45
2430,NetApp,IT Services & Consulting , Bengaluru ,9,438.0,75
2431,Ergode IT Services,IT Services & Consulting , Mumbai ,11,438.0,28
2432,Ashapura Group Of Industries,Metals & Mining , Bhuj ,33,438.0,30
2433,Gokaldas Exports,Fashion & Textile , Bengaluru ,24,438.0,37
2434,Honour Lab,Pharma , Hyderabad ,18,439.0,25
2435,ELGI Equipments,Industrial Machinery , Coimbatore ,32,437.0,27
2436,Kataria Automobiles,Automobile , Ahmedabad ,27,437.0,19
2437,Self Practice,Analytics & KPO , New Delhi ,125,437.0,69
2438,H & R Johnson,Building Material , Mumbai ,75,436.0,10
2439,SABIC,Chemicals , Bengaluru ,21,436.0,31
2440,K D Hospital,Healthcare , Ahmedabad ,8,436.0,22
2441,DesignTech Systems,IT Services & Consulting , Pune ,34,436.0,44
2442,Rapido,Internet , Bengaluru ,60,436.0,42
2443,Majesco,IT Services & Consulting , Mumbai ,8,436.0,33
2444,Speridian Technologies,IT Services & Consulting , Bengaluru ,20,436.0,51
2445,Montecarlo Construction,Engineering & Construction , Ahmedabad ,80,436.0,49
2446,Brembo Brake India,Auto Components , Pune ,16,436.0,21
2447,Mjunction Services,IT Services & Consulting , Kolkata ,29,435.0,26
2448,Go Colors,Fashion & Textile , Chennai ,71,436.0,13
2449,Nagarjuna Fertilizers and Chemicals,Agro Chemicals , Kakinada ,70,435.0,19
2450,Indian Immunologicals,Biotechnology , Hyderabad ,30,435.0,23
2451,Titagarh Rail Systems,Railways , Kolkata ,18,435.0,35
2452,Infovision,IT Services & Consulting , Pune ,12,435.0,41
2453,PULSUS HealthTech Group,Printing & Publishing , Visakhapatnam ,8,435.0,35
2454,Birla White,Building Material , Jodhpur ,109,434.0,38
2455,Aker Solutions,Engineering & Construction , Pune ,10,434.0,36
2456,NTPC GE Power Services,Power , Jharsuguda ,27,434.0,53
2457,Transasia Bio-Medicals,Biotechnology , Mumbai ,54,434.0,22
2458,Infosys Consulting,IT Services & Consulting , Bengaluru ,28,434.0,178
2459,Nuvama Wealth and Investment,Financial Services , Mumbai ,55,434.0,18
2460,IL&FS Engineering and Construction,Engineering & Construction , Hyderabad ,52,434.0,16
2461,Aptech,Education & Training , Mumbai ,72,433.0,29
2462,Allegis Group,Recruitment , Bengaluru ,13,433.0,24
2463,Flipkart Health+,Internet , Kolkata ,37,434.0,28
2464,Zscaler Softech,Software Product , Bengaluru ,15,433.0,83
2465,LT Foods,FMCG , Gurugram ,62,433.0,23
2466,Confidence Petroleum India,Oil & Gas , Nagpur ,51,433.0,32
2467,Ozone Overseas,Building Material , New Delhi ,59,432.0,33
2468,SoftwareOne,Software Product , Gurugram ,18,432.0,51
2469,Orion Innovation,IT Services & Consulting , Chennai ,12,432.0,46
2470,Reshamandi,Fashion & Textile , Bangalore / Bengaluru ,33,431.0,17
2471,Bengal Beverages,Beverage , Kolkata ,14,432.0,35
2472,ZTE Corporation,Telecom , Gurugram ,45,431.0,21
2473,GTL Infrastructure,Hardware & Networking , Mumbai ,48,431.0,14
2474,Alankit,Financial Services , New Delhi ,39,432.0,47
2475,Powerweave,BPO , Mumbai ,8,430.0,28
2476,Kothari Agritech,Building Material , Solapur ,124,430.0,47
2477,Neilsoft,Engineering & Construction , Pune ,11,430.0,46
2478,IndusInd Capital,Financial Services , Mumbai ,87,430.0,20
2479,Deluxe Entertainment,Media & Entertainment , Bengaluru ,12,430.0,38
2480,Regency Hospital Ltd,Healthcare , Kanpur ,16,430.0,23
2481,AQM Technologies,IT Services & Consulting , Mumbai ,13,430.0,52
2482,TruBridge Healthcare Private Limited,Analytics & KPO , Mumbai ,5,430.0,146
2483,360 Realtors,Real Estate , Pune ,25,429.0,36
2484,Falcon Autotech,Industrial Automation , Noida ,17,429.0,52
2485,Knack RCM,BPO , Jaipur ,12,428.0,51
2486,SBI Capital Markets,Financial Services , Mumbai ,129,429.0,23
2487,Freecharge,FinTech , Gurugram ,61,428.0,64
2488,Mashreq Global Services,Financial Services , Bengaluru ,10,428.0,29
2489,Midland Microfin Limited,NBFC , Jalandhar ,128,428.0,35
2490,Anunta Technology Management Services,IT Services & Consulting , Mumbai ,20,428.0,39
2491,Sunwoda Electronic India Pvt Ltd,Electronics Manufacturing , Noida ,8,428.0,40
2492,Welspun Transformation Services Limited,IT Services & Consulting , Ahmedabad ,12,429.0,47
2493,Cimpress,Printing & Publishing , Mumbai ,9,428.0,70
2494,Le Méridien,Hospitality , New Delhi ,27,427.0,22
2495,TotalEnergies,Oil & Gas , Mumbai ,63,427.0,34
2496,Dee Piping System,Engineering & Construction , Faridabad ,21,427.0,28
2497,Tata Steel Downstream Products,Iron & Steel , Jamshedpur ,38,427.0,42
2498,IIMI Image Management Private Limited,BPO , Kolkata ,5,426.0,56
2499,Polestar Analytics,IT Services & Consulting , Noida ,9,426.0,24
2501,Bhagwati Products,Consumer Electronics & Appliances , Noida ,19,425.0,20
2502,ABCI Infrastructures,Engineering & Construction , Bengaluru ,56,425.0,72
2503,Rakuten Symphony,Telecom , Indore ,9,425.0,42
2504,LKQ INDIA,IT Services & Consulting , Bengaluru ,5,425.0,38
2505,Chettinad Cements,Building Material , Chennai ,62,425.0,39
2506,Godrej Jersey,Food Processing , Hyderabad ,44,428.0,25
2507,Educomp Solutions,EdTech , Gurugram ,112,425.0,5
2508,Capital Foods,Food Processing , Mumbai ,73,425.0,32
2509,The Indian Hotels Company,Hospitality , Mumbai ,54,424.0,29
2510,ARMSOFTECH.AIR,IT Services & Consulting , Chennai ,16,424.0,29
2511,KLAY Preschool and Daycare,,-1,-1,420.0,45
2512,Rieter,Industrial Machinery , Pune ,15,425.0,31
2513,Honeywell International India,Defence & Aerospace , Pune ,23,424.0,39
2514,Cipla Health,Pharma , Mumbai ,86,424.0,40
2515,Nexteer Automotive,Auto Components , Bengaluru ,11,424.0,28
2516,Paynearby Technologies,FinTech , Mumbai ,119,423.0,27
2517,Bada Business,Internet , New Delhi ,54,423.0,28
2518,Ami Lifesciences,Pharma , Vadodara ,10,423.0,21
2519,Avalara Technologies,Software Product , Pune ,6,423.0,75
2520,Flatworld Solutions,IT Services & Consulting , Bengaluru ,10,423.0,31
2521,CWT,Travel & Tourism , New Delhi ,13,423.0,8
2523,Entrata,Software Product , Pune ,5,423.0,42
2526,NOON.COM,Internet , Gurugram ,24,422.0,57
2527,Meyer Organics,Pharma , Mumbai ,71,422.0,29
2528,Kutchina,Consumer Electronics & Appliances , Kolkata ,65,422.0,15
2529,Mungi Group,Auto Components , Pune ,14,421.0,24
2530,Samsung C&T,Engineering & Construction , Mumbai ,28,421.0,14
2531,Mahindra Lifespace Developers,Real Estate , Mumbai ,24,421.0,25
2532,Vcare Trichology,Healthcare , Chennai ,61,421.0,44
2533,InfoBeans,IT Services & Consulting , Indore ,7,421.0,45
2534,Tata Steel Utilities and Infrastructure Services,Engineering & Construction , Jamshedpur ,18,420.0,39
2535,Talbros,Auto Components , Faridabad ,26,420.0,33
2536,Freyr Solutions,IT Services & Consulting , Hyderabad ,8,420.0,32
2537,Tata BlueScope Steel,Iron & Steel , Jamshedpur ,37,420.0,32
2538,Dun & Bradstreet,Analytics & KPO , Mumbai ,16,420.0,43
2539,Calsoft,IT Services & Consulting , Pune ,6,420.0,55
2540,Flipkart Wholesale,Internet , Bengaluru ,58,419.0,69
2541,Dodsal Engineering & Construction,Engineering & Construction , Mumbai ,36,419.0,16
2542,FM LOGISTIC,Logistics , Pune ,37,419.0,30
2543,Ramada,Hospitality , Mumbai ,57,419.0,20
2544,Lambda Therapeutic Research,Clinical Research , Ahmedabad ,8,419.0,19
2545,Premium Transmission,Industrial Machinery , Pune ,17,419.0,52
2546,Fossil Group,Fashion & Textile , Bengaluru ,40,419.0,32
2547,Theobroma Foods,Food Processing , Mumbai ,34,418.0,25
